Category,Subcategory,Name,Description,Community Comments,Key Concepts,URL,Date Added,Source,Status,Type,Verification Status
Concepts,Core Ideas,Cultivator Consciousness,Creating conditions for flourishing vs warrior mindset of conquering,Alternative to war frame for transformation work,"Cultivation not combat, conditions for emergence, sustainability",N/A,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Concepts,Core Ideas,Regenerative vs Extractive,Systems that increase vs decrease capacity to thrive,Lens for evaluating whether systems build or deplete,"Living systems, increased capacity, reciprocity vs depletion",N/A,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Concepts,Core Ideas,Meaning Through Practice,Meaning emerges from engaged action not predetermined framework,Response to Kristine's question about meaning-making,"Existential, embodied meaning, praxis",N/A,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Concepts,Systems Thinking,Fractals,Patterns that repeat at different scales,Principle that microcosm reflects macrocosm,"Self-similarity, scale independence, recursive",N/A,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Concepts,Systems Thinking,Emergence,Complex patterns arising from simple rules and interactions,Understanding how transformation happens without blueprint,"Bottom-up, self-organization, complexity",N/A,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Concepts,Systems Thinking,Polycentricity,Multiple centers of decision-making vs monocentric control,Governance principle from Ostrom for complex systems,"Distributed governance, multiple authorities, resilience",N/A,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Concepts,Systems Thinking,Cosmo-Local Production,Global knowledge shared locally manufactured,Model for replication without centralization,"Design global manufacture local, knowledge commons, local production",N/A,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Concepts,Practice,Move at Speed of Trust,Organizing paced by relationship-building not urgency,Principle for community organizing timeline,"Trust-building, relationship-first, sustainable pace",N/A,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Concepts,Practice,Small is All,Large-scale change through replication of small-scale practice,Emergent strategy principle for scaling,"Microcosm, replication, fractal organizing",N/A,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Concepts,Practice,Listening First,Community engagement begins with deep listening not solutions,Core principle for community-led work,"Asset-based, community-led, co-design",N/A,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Concepts,Practice,Consent vs Consensus,Decision-making when there are no paramount objections vs full agreement,Sociocratic principle for group decision-making,"Good enough for now safe enough to try, distributed authority, efficiency",N/A,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Events,Conferences,Platform Cooperativism Consortium Conference,Annual gathering of platform coop movement,Primary annual gathering for finding aligned practitioners,"Platform coops, digital democracy, cooperative economy",https://platform.coop/events,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Events,Conferences,SOCAP,Social capital markets connecting impact investors and entrepreneurs,Network Kristine is already connected to,"Impact investing, social entrepreneurship, systems change",https://socapglobal.com,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Events,Conferences,Commons Transition Conference,Gatherings on commons-based peer production,European-based gathering on commons transition,"Commons, peer production, solidarity economy",https://commonstransition.org,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Events,Conferences,Bioneers,Annual conference on breakthrough solutions for restoring people and planet,Gathering connecting ecology social justice and innovation,"Ecology, justice, indigenous wisdom, biomimicry",https://bioneers.org,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Events,Conferences,US Federation of Worker Cooperatives Conference,Annual gathering of worker cooperative movement,Network and learning for cooperative development,"Worker cooperatives, democratic workplace, solidarity economy",https://usworker.coop,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Events,Learning,Cooperation Works! Cooperative Developer Training,6-week training program for cooperative developers,Comprehensive training for cooperative development,"Cooperative development, business planning, governance",https://institute.coop/courses/cooperation-works,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Events,Learning,Regenerative Practitioner Programs,Various programs training regenerative development practitioners,Deep training in regenerative approach,"Regenerative development, place-based change, practitioner training",https://regenesisgroup.com/programs,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Events,Learning,Presencing Institute Programs,Various offerings on Theory U and social technology,Training in sensing and actualizing emerging future,"Theory U, presencing, awareness-based systems change",https://www.presencing.org/programs,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Publications,Newsletters,Grassroots Economic Organizing Newsletter,Bimonthly publication on solidarity economy,Regular updates on cooperative and solidarity economy,"Cooperatives, solidarity economy, commons, movement news",https://geo.coop/subscribe,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Publications,Newsletters,Commons Transition Newsletter,Updates on commons-based peer production and transition,European perspective on commons movement,"Commons, peer production, open cooperativism",https://commonstransition.org,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Publications,Journals,Journal of Political Ecology,Open access journal on political ecology,Academic research on ecology and justice,"Political ecology, environmental justice, critical analysis",https://journals.librarypublishing.arizona.edu/jpe,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Publications,Journals,International Journal of the Commons,Open access journal on commons research,Academic research on commons theory and practice,"Commons research, governance, resources",https://www.thecommonsjournal.org,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Publications,Media,Upstream Podcast,Explores alternatives to capitalism,Accessible podcast on economic system alternatives,"Economic alternatives, interviews, movement stories",https://www.upstreampodcast.org,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Publications,Media,For The Wild Podcast,Exploration of relationship between humans and natural world,Podcast connecting ecology spirituality and resistance,"Ecology, animism, decolonization, resistance",https://forthewild.world,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Publications,Books,Think Like a Commoner by David Bollier,Introduction to commons and commoning,Accessible introduction to commons thinking,"Commons primer, commoning, new paradigm",https://www.bollier.org/think-commoner,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Publications,Books,Free Fair and Alive by David Bollier and Silke Helfrich,Creating commons in 21st century,Comprehensive framework for commoning in digital age,"Patterns of commoning, ontological shift, commons transition",https://freefairandalive.org,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Publications,Books,Ours to Hack and to Own edited by Trebor Scholz,Essential reader on platform cooperativism,Foundational collection on platform cooperative movement,"Platform cooperatives, digital labor, democratic platforms",https://www.orbooks.com/catalog/ours-to-hack-and-to-own,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Publications,Books,The Solidarity Economy Alternative edited by Vishwas Satgar,Emerging alternatives to capitalism in Global South,Case studies of solidarity economy in practice,"Solidarity economy, Global South, alternatives",https://www.press.uillinois.edu/books/catalog/32rrs2tt9780252083556.html,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Business,Aligned Companies,Equal Exchange,Worker-owned fair trade cooperative,Example of values-aligned cooperative business,"Worker cooperative, fair trade, democratic ownership",https://equalexchange.coop,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Business,Aligned Companies,Cooperative Home Care Associates,Worker-owned home care cooperative,Large-scale worker cooperative in challenging sector,"Worker cooperative, health care, quality jobs",https://www.chcany.org,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Business,Aligned Companies,REI Co-op,Consumer cooperative outdoor retailer,Example of cooperative at scale,"Consumer cooperative, environmental values, community",https://www.rei.com,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Business,Aligned Companies,Organic Valley,Farmer-owned cooperative,Agricultural cooperative model,"Farmer cooperative, organic agriculture, democratic control",https://www.organicvalley.coop,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Business,Service Providers,Zebras Unite,Cooperative supporting businesses that are both profitable and purpose-driven,Support network for values-aligned businesses,"Alternative entrepreneurship, cooperative capital, mutual support",https://zebrasunite.coop,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Business,Service Providers,Start.coop,Platform for launching and growing cooperatives,Resources and community for cooperative startups,"Cooperative development, tools, education",https://start.coop,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Business,Service Providers,The Working World,Non-extractive financing for worker cooperatives,Alternative financing model for cooperatives,"Non-extractive finance, worker coops, revenue-based financing",https://www.theworkingworld.org,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Business,Service Providers,Project Equity,Supporting employee ownership transitions,Expertise in converting businesses to worker ownership,"Employee ownership, business succession, worker coops",https://www.project-equity.org,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Business,Technology Coops,Resonate,Music streaming cooperative owned by artists listeners and workers,Example of platform cooperative in practice,"Platform cooperative, music streaming, stakeholder ownership",https://resonate.coop,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Business,Technology Coops,Stocksy,Stock photography cooperative owned by contributing artists,Profitable platform cooperative model,"Platform cooperative, creative economy, artist ownership",https://www.stocksy.com,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Business,Technology Coops,Fairbnb,Cooperative alternative to Airbnb supporting community tourism,Values-aligned alternative to extractive platform,"Platform cooperative, tourism, community benefit",https://fairbnb.coop,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Business,Technology Coops,Driver's Cooperative,Ride-sharing cooperative owned by drivers in NYC,Worker-owned alternative to Uber/Lyft,"Platform cooperative, gig economy, worker ownership",https://www.drivers.coop,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Social Tech,Governance Tools,Loomio,Collaborative decision-making for groups,Tool for democratic group decisions,"Decision-making, deliberation, consent, proposals",https://www.loomio.com,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Social Tech,Governance Tools,Polis,Real-time system for gathering analyzing and understanding conversation,Tool for understanding group perspectives and finding common ground,"Conversation, consensus-finding, collective intelligence",https://pol.is,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Social Tech,Governance Tools,Cobudget,Collaborative funding tool for groups,Tool for democratic resource allocation,"Participatory budgeting, collaborative funding, transparency",https://cobudget.com,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Social Tech,Coordination Tools,Action Network,Digital organizing tools for progressive campaigns,Tools for community organizing and mobilization,"Digital organizing, campaigns, email, events",https://actionnetwork.org,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Social Tech,Coordination Tools,Airtable,Collaborative database platform,Flexible tool for community coordination,"Database, collaboration, project management",https://airtable.com,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Social Tech,Coordination Tools,Mighty Networks,Community platform for connection and collaboration,Platform for building online communities,"Community platform, engagement, courses",https://www.mightynetworks.com,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Social Tech,Knowledge Sharing,Miro,Collaborative visual workspace,Tool for collaborative visual thinking,"Visual collaboration, whiteboarding, workshop facilitation",https://miro.com,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Social Tech,Knowledge Sharing,Notion,All-in-one workspace for notes docs and collaboration,Flexible tool for knowledge management and collaboration,"Workspace, documentation, databases, collaboration",https://www.notion.so,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Social Tech,Knowledge Sharing,Obsidian,Local-first knowledge base using markdown,Privacy-focused personal knowledge management,"Knowledge management, local-first, markdown, linking",https://obsidian.md,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Social Tech,Communication,Signal,Encrypted messaging app,Secure communication tool,"Encrypted messaging, privacy, open source",https://signal.org,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Social Tech,Communication,Element/Matrix,Decentralized encrypted communication,Alternative to centralized messaging platforms,"Decentralized, encrypted, open protocol",https://element.io,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Social Tech,Communication,Jitsi,Open source video conferencing,Privacy-focused alternative to Zoom,"Video conferencing, open source, self-hosted",https://jitsi.org,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Social Tech,Project Management,Taiga,Open source project management for agile teams,Self-hostable alternative to commercial project tools,"Project management, agile, open source",https://www.taiga.io,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Social Tech,Project Management,Wekan,Open source kanban board,Simple self-hosted task management,"Kanban, task management, open source",https://wekan.github.io,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Social Tech,Financial Tools,Open Collective,Transparent collaborative funding platform,Tool for transparent community financial management,"Transparent finance, collective funding, open source budgets",https://opencollective.com,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Social Tech,Financial Tools,Cobudget,Collaborative funding allocation tool,Tool for democratic resource distribution,"Participatory budgeting, democratic allocation, transparency",https://cobudget.com,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Initiatives,Local,Cooperation Jackson,Comprehensive solidarity economy project in Jackson Mississippi,Inspiring comprehensive model of local transformation,"Solidarity economy, democratic economy, Black self-determination",https://cooperationjackson.org,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Initiatives,Local,Cleveland Model,Network of worker cooperatives anchored by institutions,Proven model of worker coop development with anchor strategy,"Worker cooperatives, anchor institutions, community wealth",https://community-wealth.org/strategies/panel/coops/index.html,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Initiatives,Local,Preston Model,Community wealth building in Preston UK,Municipal approach to building local economic resilience,"Community wealth, progressive procurement, local multiplier",https://cles.org.uk/community-wealth-building/the-preston-model,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Initiatives,Regional,Mondragon Cooperative Corporation,Integrated cooperative system in Basque region,World's largest and most successful cooperative complex,"Worker cooperatives, cooperative bank, education, solidarity",https://www.mondragon-corporation.com,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Initiatives,Regional,Emilia Romagna Cooperatives,Dense cooperative ecosystem in Italian region,Region with 30% of GDP from cooperatives,"Worker cooperatives, social cooperatives, regional economy",https://en.wikipedia.org/wiki/Emilia-Romagna#Economy,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
Initiatives,International,La Via Campesina,International peasant movement,Global movement for food sovereignty and peasant rights,"Food sovereignty, agroecology, peasant rights",https://viacampesina.org,"November 16, 2025 6:36 AM (CST)",Core Team,Live,Article,Verified
